,seed_term,related_terms,source,decade
4360,winning,hoofdgroep,telegraaf,1970
4361,winning,vloeibaar,telegraaf,1970
4362,winning,ijzererts,telegraaf,1970
4363,winning,raffinage,telegraaf,1970
4364,winning,kolen,telegraaf,1970
4365,exploratie,steenkool,telegraaf,1970
4366,exploratie,importerende,telegraaf,1970
4367,exploratie,raffinaderijen,telegraaf,1970
4368,exploratie,kolen,telegraaf,1970
4369,exploratie,pijpleidingen,telegraaf,1970
4370,exploratie,producerende,telegraaf,1970
4371,exploratie,oliewinning,telegraaf,1970
4372,exploratie,olieraffinaderijen,telegraaf,1970
4373,exploratie,brandstoffen,telegraaf,1970
4374,exploratie,petrochemische,telegraaf,1970
4375,concessie,concessies,telegraaf,1970
4376,concessie,vredesonderhandelingen,telegraaf,1970
4377,concessie,toezeggingen,telegraaf,1970
4378,concessie,wapenleveranties,telegraaf,1970
4379,concessie,terugtrekking,telegraaf,1970
4380,concessie,onafhankelijkheid,telegraaf,1970
4381,concessie,vredesregeling,telegraaf,1970
4382,concessie,bondgenoten,telegraaf,1970
4383,concessie,regering,telegraaf,1970
4384,concessie,kernwapens,telegraaf,1970
4385,Energievoorziening,,telegraaf,1970
4386,energiewinning,,telegraaf,1970
4387,energiebehoefte,energieverbruik,telegraaf,1970
4388,energiebehoefte,importen,telegraaf,1970
4389,energiebehoefte,olieverbruik,telegraaf,1970
4390,energiebehoefte,olievoorraden,telegraaf,1970
4391,energiebehoefte,energiekosten,telegraaf,1970
4392,energiebehoefte,aardgas,telegraaf,1970
4393,energiebehoefte,oliebehoefte,telegraaf,1970
4394,energiebehoefte,kapitaalgoederen,telegraaf,1970
4395,energiebehoefte,afremming,telegraaf,1970
4396,energiebehoefte,vergroting,telegraaf,1970
4397,elektriciteitsopwekking,,telegraaf,1970
4398,energieleverancier,,telegraaf,1970
4399,energievraagstuk,,telegraaf,1970
4400,conventionele energie,,telegraaf,1970
4401,conventioneel vermogen,,telegraaf,1970
4402,kolencrisis,,telegraaf,1970
4403,kolenindustrie,,telegraaf,1970
4404,kolenwinning,,telegraaf,1970
4405,zwarte goud,,telegraaf,1970
4406,slurrie,,telegraaf,1970
4407,bruinkool,rietsuiker,telegraaf,1970
4408,bruinkool,postpakketten,telegraaf,1970
4409,bruinkool,inkoopprijzen,telegraaf,1970
4410,bruinkool,cellulose,telegraaf,1970
4411,bruinkool,garneer,telegraaf,1970
4412,bruinkool,turbines,telegraaf,1970
4413,bruinkool,waterpomp,telegraaf,1970
4414,bruinkool,overgepompt,telegraaf,1970
4415,bruinkool,jams,telegraaf,1970
4416,bruinkool,kokosnoot,telegraaf,1970
4417,stookolie,huisbrandolie,telegraaf,1970
4418,stookolie,gasolie,telegraaf,1970
4419,stookolie,dieselolie,telegraaf,1970
4420,stookolie,benzineprijs,telegraaf,1970
4421,stookolie,accijns,telegraaf,1970
4422,stookolie,superbenzine,telegraaf,1970
4423,stookolie,benzine,telegraaf,1970
4424,stookolie,brandstoffen,telegraaf,1970
4425,stookolie,liter,telegraaf,1970
4426,stookolie,brandstof,telegraaf,1970
4427,minerale oliën,,telegraaf,1970
4428,petroleum,holdings,telegraaf,1970
4429,petroleum,stores,telegraaf,1970
4430,petroleum,graat,telegraaf,1970
4431,petroleum,store,telegraaf,1970
4432,petroleum,beert,telegraaf,1970
4433,petroleum,olievondst,telegraaf,1970
4434,petroleum,holding,telegraaf,1970
4435,petroleum,tob,telegraaf,1970
4436,petroleum,domaniale,telegraaf,1970
4437,petroleum,tramp,telegraaf,1970
4438,diesel,dieselmotor,telegraaf,1970
4439,diesel,dieselmotoren,telegraaf,1970
4440,diesel,zescilinder,telegraaf,1970
4441,diesel,lpg,telegraaf,1970
4442,diesel,tweedeurs,telegraaf,1970
4443,diesel,inspuiting,telegraaf,1970
4444,diesel,vierdeurs,telegraaf,1970
4445,diesel,krachtbron,telegraaf,1970
4446,diesel,combi,telegraaf,1970
4447,diesel,vijfversnellingsbak,telegraaf,1970
4448,paraffine,,telegraaf,1970
4449,vaseline,,telegraaf,1970
4450,aardgas,steenkool,telegraaf,1970
4451,aardgas,kolen,telegraaf,1970
4452,aardgas,aardolie,telegraaf,1970
4453,aardgas,centrales,telegraaf,1970
4454,aardgas,energiebehoefte,telegraaf,1970
4455,aardgas,brandstoffen,telegraaf,1970
4456,aardgas,vloeibaar,telegraaf,1970
4457,aardgas,uranium,telegraaf,1970
4458,aardgas,importen,telegraaf,1970
4459,aardgas,exploratie,telegraaf,1970
4460,gasbuis,,telegraaf,1970
4461,aardgasnet,leviathan,telegraaf,1970
4462,aardgasnet,lijsters,telegraaf,1970
4463,aardgasnet,duinzand,telegraaf,1970
4464,aardgasnet,lucifersdoosje,telegraaf,1970
4465,aardgasnet,heiige,telegraaf,1970
4466,aardgasnet,overgepompt,telegraaf,1970
4467,aardgasnet,losplaatsen,telegraaf,1970
4468,aardgasnet,foelie,telegraaf,1970
4469,aardgasnet,gedeukt,telegraaf,1970
4470,aardgasnet,turbulentie,telegraaf,1970
4471,Atoomkracht,,telegraaf,1970
4472,Atoomcentrale,,telegraaf,1970
4473,Atoomstroom,,telegraaf,1970
4474,Atoom-stroom,,telegraaf,1970
4475,Atoomenergie,,telegraaf,1970
4476,Uranium,,telegraaf,1970
4477,nucleair,reactoren,telegraaf,1970
4478,nucleair,ongezuiverd,telegraaf,1970
4479,nucleair,nucleaire,telegraaf,1970
4480,nucleair,wapensystemen,telegraaf,1970
4481,nucleair,kernwapen,telegraaf,1970
4482,nucleair,vervuilen,telegraaf,1970
4483,nucleair,luchtafweergeschut,telegraaf,1970
4484,nucleair,delfstoffen,telegraaf,1970
4485,nucleair,gebruikgemaakt,telegraaf,1970
4486,nucleair,turbines,telegraaf,1970
4487,kerncentrale,reactor,telegraaf,1970
4488,kerncentrale,kerncentrales,telegraaf,1970
4489,kerncentrale,raffinaderij,telegraaf,1970
4490,kerncentrale,booreilanden,telegraaf,1970
4491,kerncentrale,parkeergarage,telegraaf,1970
4492,kerncentrale,terminal,telegraaf,1970
4493,kerncentrale,pijpleidingen,telegraaf,1970
4494,kerncentrale,drinkwatervoorziening,telegraaf,1970
4495,kerncentrale,staalfabriek,telegraaf,1970
4496,kerncentrale,supersonische,telegraaf,1970
4497,Kernsplitsing,,telegraaf,1970
4498,Kernsplijting,,telegraaf,1970
4499,kernfusie,energiebron,telegraaf,1970
4500,kernfusie,olievoorraden,telegraaf,1970
4501,kernfusie,moleculen,telegraaf,1970
4502,kernfusie,kustwateren,telegraaf,1970
4503,kernfusie,technologisch,telegraaf,1970
4504,kernfusie,kapitaalintensief,telegraaf,1970
4505,kernfusie,ijstijd,telegraaf,1970
4506,kernfusie,absorberen,telegraaf,1970
4507,kernfusie,koelwater,telegraaf,1970
4508,kernfusie,warmtepomp,telegraaf,1970
4509,Kernenergetisch,,telegraaf,1970
4510,Kernenergie,,telegraaf,1970
4511,Kernenergiecentrale,,telegraaf,1970
4512,Kernbrandstof,,telegraaf,1970
4513,Kern-energie-produktie,,telegraaf,1970
4514,Windkracht,,telegraaf,1970
4515,Windenergie,,telegraaf,1970
4516,Windenergiebranche,,telegraaf,1970
4517,windturbine,,telegraaf,1970
4518,windstroom,,telegraaf,1970
4519,Zonne-energie,,telegraaf,1970
4520,Zonnewarmte,,telegraaf,1970
4521,zonnestraling,wendbaarheid,telegraaf,1970
4522,zonnestraling,corrosie,telegraaf,1970
4523,zonnestraling,warmtepomp,telegraaf,1970
4524,zonnestraling,boorgat,telegraaf,1970
4525,zonnestraling,resonantie,telegraaf,1970
4526,zonnestraling,uitdroging,telegraaf,1970
4527,zonnestraling,doorzichtigheid,telegraaf,1970
4528,zonnestraling,aangezogen,telegraaf,1970
4529,zonnestraling,aminozuren,telegraaf,1970
4530,zonnestraling,remlichten,telegraaf,1970
4531,geothermische energie (aardwarmte),,telegraaf,1970
4532,waterkracht,,telegraaf,1970
4533,Waterkrachtcentrale,,telegraaf,1970
4534,Waterkrachtwerken,,telegraaf,1970
4535,Waterstof,,telegraaf,1970
4536,Waterstofenergie,,telegraaf,1970
4537,hydroturbine,,telegraaf,1970
4538,Getijden-energie,,telegraaf,1970
4539,Ethanol-produktie,,telegraaf,1970
4540,Ethanol,,telegraaf,1970
4541,Esso,,telegraaf,1970
4542,Shell,,telegraaf,1970
4543,UNIPEDE,,telegraaf,1970
4544,Internationale Unie elektriciteitsproducenten,,telegraaf,1970
4545,De Stichting Natuur en Milieu,,telegraaf,1970
4546,IEA,,telegraaf,1970
4547,Internationale Energie Agentschap,,telegraaf,1970
4548,IAEA,,telegraaf,1970
4549,Internationale Atoomenergie Agentschap,,telegraaf,1970
4550,milieuproblemen,expansiepolitiek,telegraaf,1970
4551,milieuproblemen,handarbeiders,telegraaf,1970
4552,milieuproblemen,betref,telegraaf,1970
4553,milieuproblemen,verminderingen,telegraaf,1970
4554,milieuproblemen,gekauwd,telegraaf,1970
4555,milieuproblemen,miljardenproject,telegraaf,1970
4556,milieuproblemen,losplaatsen,telegraaf,1970
4557,milieuproblemen,toneelschrijfkunst,telegraaf,1970
4558,milieuproblemen,onhandelbare,telegraaf,1970
4559,milieuproblemen,chakra,telegraaf,1970
4560,Milieunormen,,telegraaf,1970
4561,Milieubeweging,,telegraaf,1970
4562,Milieu-aspecten,,telegraaf,1970
4563,milieueffecten,,telegraaf,1970
4564,Milieumaatregelen,,telegraaf,1970
4565,Milieuvriendelijk,,telegraaf,1970
4566,Milieubeleid,,telegraaf,1970
4567,milieuoogpunt,,telegraaf,1970
4568,koolzuur,rietsuiker,telegraaf,1970
4569,koolzuur,zandgronden,telegraaf,1970
4570,koolzuur,rijshout,telegraaf,1970
4571,koolzuur,samengeperste,telegraaf,1970
4572,koolzuur,methaan,telegraaf,1970
4573,koolzuur,binnenmuren,telegraaf,1970
4574,koolzuur,poeders,telegraaf,1970
4575,koolzuur,vistuig,telegraaf,1970
4576,koolzuur,beschuiten,telegraaf,1970
4577,koolzuur,doodkisten,telegraaf,1970
4578,koolzuurgas,,telegraaf,1970
4579,stikstofdioxide,,telegraaf,1970
4580,zwaveldioxide,,telegraaf,1970
4581,isolatie,geluidsisolatie,telegraaf,1970
4582,isolatie,betaalbare,telegraaf,1970
4583,isolatie,isoleren,telegraaf,1970
4584,isolatie,nieuwbouw,telegraaf,1970
4585,isolatie,subsidieregeling,telegraaf,1970
4586,isolatie,woonomgeving,telegraaf,1970
4587,isolatie,woningwetwoningen,telegraaf,1970
4588,isolatie,huurwoningen,telegraaf,1970
4589,isolatie,wooncomfort,telegraaf,1970
4590,isolatie,premiewoningen,telegraaf,1970
4591,Rookgassen,,telegraaf,1970
4592,verzuring,,telegraaf,1970
4593,Zuinig,,telegraaf,1970
4594,vervuilde,vervuild,telegraaf,1970
4595,vervuilde,verontreinigde,telegraaf,1970
4596,vervuilde,stromend,telegraaf,1970
4597,vervuilde,verontreinigd,telegraaf,1970
4598,vervuilde,afvoer,telegraaf,1970
4599,vervuilde,waterdamp,telegraaf,1970
4600,vervuilde,regenwater,telegraaf,1970
4601,vervuilde,grondwater,telegraaf,1970
4602,vervuilde,wateroppervlak,telegraaf,1970
4603,vervuilde,ondiep,telegraaf,1970
4604,niet-vervuilde,,telegraaf,1970
4605,luchtvervuiling,luchtverontreiniging,telegraaf,1970
4606,luchtvervuiling,vervuiling,telegraaf,1970
4607,luchtvervuiling,verontreiniging,telegraaf,1970
4608,luchtvervuiling,watervervuiling,telegraaf,1970
4609,luchtvervuiling,geluidsoverlast,telegraaf,1970
4610,luchtvervuiling,watervoorziening,telegraaf,1970
4611,luchtvervuiling,infecties,telegraaf,1970
4612,luchtvervuiling,onveiligheid,telegraaf,1970
4613,luchtvervuiling,oppervlaktewater,telegraaf,1970
4614,luchtvervuiling,overbevolking,telegraaf,1970
4615,luchtverontreiniging,verontreiniging,telegraaf,1970
4616,luchtverontreiniging,geluidshinder,telegraaf,1970
4617,luchtverontreiniging,vervuiling,telegraaf,1970
4618,luchtverontreiniging,luchtvervuiling,telegraaf,1970
4619,luchtverontreiniging,waterverontreiniging,telegraaf,1970
4620,luchtverontreiniging,milieuverontreiniging,telegraaf,1970
4621,luchtverontreiniging,autoverkeer,telegraaf,1970
4622,luchtverontreiniging,tegengaan,telegraaf,1970
4623,luchtverontreiniging,milieuvervuiling,telegraaf,1970
4624,luchtverontreiniging,watervervuiling,telegraaf,1970
4625,energieverbruik,olieverbruik,telegraaf,1970
4626,energieverbruik,energiebehoefte,telegraaf,1970
4627,energieverbruik,besparingen,telegraaf,1970
4628,energieverbruik,besparing,telegraaf,1970
4629,energieverbruik,verbruik,telegraaf,1970
4630,energieverbruik,kapitaalgoederen,telegraaf,1970
4631,energieverbruik,bezuinigd,telegraaf,1970
4632,energieverbruik,afremming,telegraaf,1970
4633,energieverbruik,brandstoffen,telegraaf,1970
4634,energieverbruik,vergroting,telegraaf,1970
4635,electriciteitsverbruik,,telegraaf,1970
4636,energieverspilling,,telegraaf,1970
4637,isolatie,geluidsisolatie,telegraaf,1970
4638,isolatie,betaalbare,telegraaf,1970
4639,isolatie,isoleren,telegraaf,1970
4640,isolatie,nieuwbouw,telegraaf,1970
4641,isolatie,subsidieregeling,telegraaf,1970
4642,isolatie,woonomgeving,telegraaf,1970
4643,isolatie,woningwetwoningen,telegraaf,1970
4644,isolatie,huurwoningen,telegraaf,1970
4645,isolatie,wooncomfort,telegraaf,1970
4646,isolatie,premiewoningen,telegraaf,1970
4647,energieverslindend,,telegraaf,1970
4648,heffing,heffingen,telegraaf,1970
4649,heffing,vermogensbelasting,telegraaf,1970
4650,heffing,motorrijtuigenbelasting,telegraaf,1970
4651,heffing,invoerrechten,telegraaf,1970
4652,heffing,pensioenen,telegraaf,1970
4653,heffing,omzetbelasting,telegraaf,1970
4654,heffing,toeslag,telegraaf,1970
4655,heffing,vennootschapsbelasting,telegraaf,1970
4656,heffing,investeringsaftrek,telegraaf,1970
4657,heffing,inkomstenbelasting,telegraaf,1970
4658,Broeikaseffect,,telegraaf,1970
4659,broeikas-effect,,telegraaf,1970
4660,broeikasgassen,,telegraaf,1970
4661,Energiebesparingsmogelijkheden,,telegraaf,1970
4662,CO2-uitstoot,,telegraaf,1970
4663,wereldklimaat,,telegraaf,1970
4664,duurzaam,bestanddeel,vv,1970
4665,duurzaam,vertekening,vv,1970
4666,duurzaam,onbillijkheden,vv,1970
4667,duurzaam,hypotheekvorm,vv,1970
4668,duurzaam,wetmatigheid,vv,1970
4669,duurzaam,koolstof,vv,1970
4670,duurzaam,medicament,vv,1970
4671,duurzaam,grootschalige,vv,1970
4672,duurzaam,radiostraling,vv,1970
4673,duurzaam,proefdier,vv,1970
4674,extractie,,vv,1970
4675,winning,winstpunt,vv,1970
4676,winning,reserves,vv,1970
4677,winning,puntental,vv,1970
4678,winning,leiderspositie,vv,1970
4679,winning,puntloze,vv,1970
4680,winning,verbruikt,vv,1970
4681,winning,delfstoffen,vv,1970
4682,winning,finalepoule,vv,1970
4683,winning,gastankers,vv,1970
4684,winning,aartsrivaal,vv,1970
4685,exploratie,staalfabrieken,vv,1970
4686,exploratie,premieleningen,vv,1970
4687,exploratie,miljoenenorder,vv,1970
4688,exploratie,hendel,vv,1970
4689,exploratie,mangaan,vv,1970
4690,exploratie,steenkolen,vv,1970
4691,exploratie,uitstromende,vv,1970
4692,exploratie,prospector,vv,1970
4693,exploratie,tegoeden,vv,1970
4694,exploratie,perfecta,vv,1970
4695,concessie,concessies,vv,1970
4696,concessie,toezegging,vv,1970
4697,concessie,toezeggingen,vv,1970
4698,concessie,mandaat,vv,1970
4699,concessie,volksstemming,vv,1970
4700,concessie,vredesplan,vv,1970
4701,concessie,vredesverdrag,vv,1970
4702,concessie,autonomie,vv,1970
4703,concessie,overgangsperiode,vv,1970
4704,concessie,garanties,vv,1970
4705,Energievoorziening,,vv,1970
4706,energiewinning,,vv,1970
4707,energiebehoefte,energieverbruik,vv,1970
4708,energiebehoefte,grootverbruikers,vv,1970
4709,energiebehoefte,biljoen,vv,1970
4710,energiebehoefte,verbruik,vv,1970
4711,energiebehoefte,opslagcapaciteit,vv,1970
4712,energiebehoefte,stroomverbruik,vv,1970
4713,energiebehoefte,olieverbruik,vv,1970
4714,energiebehoefte,verbruikers,vv,1970
4715,energiebehoefte,verstookt,vv,1970
4716,energiebehoefte,zwaveldioxide,vv,1970
4717,elektriciteitsopwekking,,vv,1970
4718,energieleverancier,,vv,1970
4719,energievraagstuk,,vv,1970
4720,conventionele energie,,vv,1970
4721,conventioneel vermogen,,vv,1970
4722,kolencrisis,,vv,1970
4723,kolenindustrie,,vv,1970
4724,kolenwinning,,vv,1970
4725,zwarte goud,,vv,1970
4726,slurrie,,vv,1970
4727,bruinkool,,vv,1970
4728,stookolie,dieselolie,vv,1970
4729,stookolie,nafta,vv,1970
4730,stookolie,granen,vv,1970
4731,stookolie,huisbrandolie,vv,1970
4732,stookolie,brandstof,vv,1970
4733,stookolie,gasolie,vv,1970
4734,stookolie,cadmium,vv,1970
4735,stookolie,overgepompt,vv,1970
4736,stookolie,kerosine,vv,1970
4737,stookolie,propaangas,vv,1970
4738,minerale oliën,,vv,1970
4739,petroleum,stocks,vv,1970
4740,petroleum,rubber,vv,1970
4741,petroleum,nat,vv,1970
4742,petroleum,eert,vv,1970
4743,petroleum,hoogovens,vv,1970
4744,petroleum,exploratie,vv,1970
4745,petroleum,hoogoven,vv,1970
4746,petroleum,roti,vv,1970
4747,petroleum,maatschappijen,vv,1970
4748,petroleum,staalgigant,vv,1970
4749,diesel,dieselmotor,vv,1970
4750,diesel,viercilinder,vv,1970
4751,diesel,vierdeurs,vv,1970
4752,diesel,cilinder,vv,1970
4753,diesel,voorwielaandrijving,vv,1970
4754,diesel,krachtbron,vv,1970
4755,diesel,zescilinder,vv,1970
4756,diesel,hardtop,vv,1970
4757,diesel,leverbaar,vv,1970
4758,diesel,tweedeurs,vv,1970
4759,paraffine,,vv,1970
4760,vaseline,,vv,1970
4761,aardgas,gas,vv,1970
4762,aardgas,vloeibaar,vv,1970
4763,aardgas,aanvoer,vv,1970
4764,aardgas,grondstoffen,vv,1970
4765,aardgas,steenkool,vv,1970
4766,aardgas,elektriciteitscentrales,vv,1970
4767,aardgas,aardolie,vv,1970
4768,aardgas,lpg,vv,1970
4769,aardgas,brandstof,vv,1970
4770,aardgas,pijpleiding,vv,1970
4771,gasbuis,,vv,1970
4772,aardgasnet,,vv,1970
4773,Atoomkracht,,vv,1970
4774,Atoomcentrale,,vv,1970
4775,Atoomstroom,,vv,1970
4776,Atoom-stroom,,vv,1970
4777,Atoomenergie,,vv,1970
4778,Uranium,,vv,1970
4779,nucleair,nucleaire,vv,1970
4780,nucleair,onderzeeboten,vv,1970
4781,nucleair,bacteriologische,vv,1970
4782,nucleair,supermogendheden,vv,1970
4783,nucleair,wapenaankopen,vv,1970
4784,nucleair,luchtbasis,vv,1970
4785,nucleair,bevolkingscentra,vv,1970
4786,nucleair,smaldeel,vv,1970
4787,nucleair,geannexeerd,vv,1970
4788,nucleair,toeziet,vv,1970
4789,kerncentrale,reactor,vv,1970
4790,kerncentrale,kerncentrales,vv,1970
4791,kerncentrale,kernreactor,vv,1970
4792,kerncentrale,elektriciteitscentrale,vv,1970
4793,kerncentrale,kernenergiecentrale,vv,1970
4794,kerncentrale,raffinaderij,vv,1970
4795,kerncentrale,lpg,vv,1970
4796,kerncentrale,vestiging,vv,1970
4797,kerncentrale,opslagtanks,vv,1970
4798,kerncentrale,zuiveringsinstallatie,vv,1970
4799,Kernsplitsing,,vv,1970
4800,Kernsplijting,,vv,1970
4801,kernfusie,wonderolie,vv,1970
4802,kernfusie,salmonella,vv,1970
4803,kernfusie,kookkunst,vv,1970
4804,kernfusie,waterpomp,vv,1970
4805,kernfusie,lysol,vv,1970
4806,kernfusie,rookspek,vv,1970
4807,kernfusie,lamellen,vv,1970
4808,kernfusie,vignetten,vv,1970
4809,kernfusie,bruikbaarder,vv,1970
4810,kernfusie,baggerwerken,vv,1970
4811,Kernenergetisch,,vv,1970
4812,Kernenergie,,vv,1970
4813,Kernenergiecentrale,,vv,1970
4814,Kernbrandstof,,vv,1970
4815,Kern-energie-produktie,,vv,1970
4816,Windkracht,,vv,1970
4817,Windenergie,,vv,1970
4818,Windenergiebranche,,vv,1970
4819,windturbine,,vv,1970
4820,windstroom,,vv,1970
4821,Zonne-energie,,vv,1970
4822,Zonnewarmte,,vv,1970
4823,zonnestraling,waterdamp,vv,1970
4824,zonnestraling,verbrandingsmotor,vv,1970
4825,zonnestraling,bougies,vv,1970
4826,zonnestraling,poreuze,vv,1970
4827,zonnestraling,voltage,vv,1970
4828,zonnestraling,nitraten,vv,1970
4829,zonnestraling,luchtstroom,vv,1970
4830,zonnestraling,sneeuwdek,vv,1970
4831,zonnestraling,oppervlakten,vv,1970
4832,zonnestraling,radioactiviteit,vv,1970
4833,geothermische energie (aardwarmte),,vv,1970
4834,waterkracht,verbouwt,vv,1970
4835,waterkracht,rookspek,vv,1970
4836,waterkracht,lysol,vv,1970
4837,waterkracht,gasleidingen,vv,1970
4838,waterkracht,geslachtsdrift,vv,1970
4839,waterkracht,oorlogsrecht,vv,1970
4840,waterkracht,absorberen,vv,1970
4841,waterkracht,freon,vv,1970
4842,waterkracht,ringetjes,vv,1970
4843,waterkracht,kredietinstellingen,vv,1970
4844,Waterkrachtcentrale,,vv,1970
4845,Waterkrachtwerken,,vv,1970
4846,Waterstof,,vv,1970
4847,Waterstofenergie,,vv,1970
4848,hydroturbine,,vv,1970
4849,Getijden-energie,,vv,1970
4850,Ethanol-produktie,,vv,1970
4851,Ethanol,,vv,1970
4852,Esso,,vv,1970
4853,Shell,,vv,1970
4854,UNIPEDE,,vv,1970
4855,Internationale Unie elektriciteitsproducenten,,vv,1970
4856,De Stichting Natuur en Milieu,,vv,1970
4857,IEA,,vv,1970
4858,Internationale Energie Agentschap,,vv,1970
4859,IAEA,,vv,1970
4860,Internationale Atoomenergie Agentschap,,vv,1970
4861,milieuproblemen,energieschaarste,vv,1970
4862,milieuproblemen,kwetsbaarheid,vv,1970
4863,milieuproblemen,energieprobleem,vv,1970
4864,milieuproblemen,schadelijkheid,vv,1970
4865,milieuproblemen,anticonceptie,vv,1970
4866,milieuproblemen,randverschijnselen,vv,1970
4867,milieuproblemen,belemmert,vv,1970
4868,milieuproblemen,wijzigende,vv,1970
4869,milieuproblemen,energieproblemen,vv,1970
4870,milieuproblemen,voortschrijdende,vv,1970
4871,Milieunormen,,vv,1970
4872,Milieubeweging,,vv,1970
4873,Milieu-aspecten,,vv,1970
4874,milieueffecten,,vv,1970
4875,Milieumaatregelen,,vv,1970
4876,Milieuvriendelijk,,vv,1970
4877,Milieubeleid,,vv,1970
4878,milieuoogpunt,,vv,1970
4879,koolzuur,geulen,vv,1970
4880,koolzuur,smeermiddel,vv,1970
4881,koolzuur,uitstromende,vv,1970
4882,koolzuur,gestold,vv,1970
4883,koolzuur,geslachtsdrift,vv,1970
4884,koolzuur,kwark,vv,1970
4885,koolzuur,lysol,vv,1970
4886,koolzuur,ansjovis,vv,1970
4887,koolzuur,rookspek,vv,1970
4888,koolzuur,zeeweringen,vv,1970
4889,koolzuurgas,herteld,vv,1970
4890,koolzuurgas,washok,vv,1970
4891,koolzuurgas,geslachtsdrift,vv,1970
4892,koolzuurgas,methylbromide,vv,1970
4893,koolzuurgas,stapelloop,vv,1970
4894,koolzuurgas,lysol,vv,1970
4895,koolzuurgas,indiscrete,vv,1970
4896,koolzuurgas,linosnede,vv,1970
4897,koolzuurgas,vrachtvaart,vv,1970
4898,koolzuurgas,huilerige,vv,1970
4899,stikstofdioxide,,vv,1970
4900,zwaveldioxide,meststoffen,vv,1970
4901,zwaveldioxide,verontreinigingen,vv,1970
4902,zwaveldioxide,reactorcentrum,vv,1970
4903,zwaveldioxide,geloosde,vv,1970
4904,zwaveldioxide,smeermiddel,vv,1970
4905,zwaveldioxide,kobalt,vv,1970
4906,zwaveldioxide,koolwaterstof,vv,1970
4907,zwaveldioxide,stookt,vv,1970
4908,zwaveldioxide,rookgassen,vv,1970
4909,zwaveldioxide,keukenzout,vv,1970
4910,isolatie,ventilatie,vv,1970
4911,isolatie,sanitair,vv,1970
4912,isolatie,stadsverwarming,vv,1970
4913,isolatie,isoleren,vv,1970
4914,isolatie,voorziening,vv,1970
4915,isolatie,geluidsisolatie,vv,1970
4916,isolatie,energiebesparing,vv,1970
4917,isolatie,binnensteden,vv,1970
4918,isolatie,huurprijzen,vv,1970
4919,isolatie,woningwet,vv,1970
4920,Rookgassen,,vv,1970
4921,verzuring,,vv,1970
4922,Zuinig,,vv,1970
4923,vervuilde,vervuild,vv,1970
4924,vervuilde,verontreinigd,vv,1970
4925,vervuilde,slib,vv,1970
4926,vervuilde,rioolwater,vv,1970
4927,vervuilde,grondwater,vv,1970
4928,vervuilde,loost,vv,1970
4929,vervuilde,vuiler,vv,1970
4930,vervuilde,riviertje,vv,1970
4931,vervuilde,rivieren,vv,1970
4932,vervuilde,geloosd,vv,1970
4933,niet-vervuilde,,vv,1970
4934,luchtvervuiling,vervuiling,vv,1970
4935,luchtvervuiling,waterverontreiniging,vv,1970
4936,luchtvervuiling,verontreiniging,vv,1970
4937,luchtvervuiling,drinkwatervoorziening,vv,1970
4938,luchtvervuiling,oppervlaktewater,vv,1970
4939,luchtvervuiling,geluidshinder,vv,1970
4940,luchtvervuiling,luchtverontreiniging,vv,1970
4941,luchtvervuiling,rampen,vv,1970
4942,luchtvervuiling,uitstoot,vv,1970
4943,luchtvervuiling,stankoverlast,vv,1970
4944,luchtverontreiniging,verontreiniging,vv,1970
4945,luchtverontreiniging,oppervlaktewater,vv,1970
4946,luchtverontreiniging,geluidshinder,vv,1970
4947,luchtverontreiniging,luchtvervuiling,vv,1970
4948,luchtverontreiniging,vervuiling,vv,1970
4949,luchtverontreiniging,uitworp,vv,1970
4950,luchtverontreiniging,geluidsoverlast,vv,1970
4951,luchtverontreiniging,waterverontreiniging,vv,1970
4952,luchtverontreiniging,afvalstoffen,vv,1970
4953,luchtverontreiniging,stankoverlast,vv,1970
4954,energieverbruik,arbeidskosten,vv,1970
4955,energieverbruik,geringere,vv,1970
4956,energieverbruik,verbruik,vv,1970
4957,energieverbruik,wereldhandel,vv,1970
4958,energieverbruik,energiebehoefte,vv,1970
4959,energieverbruik,loonkosten,vv,1970
4960,energieverbruik,kostenstijging,vv,1970
4961,energieverbruik,afname,vv,1970
4962,energieverbruik,bestedingen,vv,1970
4963,energieverbruik,geldontwaarding,vv,1970
4964,electriciteitsverbruik,,vv,1970
4965,energieverspilling,geslachtsdrift,vv,1970
4966,energieverspilling,liefdesdrank,vv,1970
4967,energieverspilling,voltage,vv,1970
4968,energieverspilling,kredietinstellingen,vv,1970
4969,energieverspilling,overgangsmaatregel,vv,1970
4970,energieverspilling,vernietigingswapens,vv,1970
4971,energieverspilling,industriepolitiek,vv,1970
4972,energieverspilling,aanspreekbare,vv,1970
4973,energieverspilling,smaakloos,vv,1970
4974,energieverspilling,oppassend,vv,1970
4975,isolatie,ventilatie,vv,1970
4976,isolatie,sanitair,vv,1970
4977,isolatie,stadsverwarming,vv,1970
4978,isolatie,isoleren,vv,1970
4979,isolatie,voorziening,vv,1970
4980,isolatie,geluidsisolatie,vv,1970
4981,isolatie,energiebesparing,vv,1970
4982,isolatie,binnensteden,vv,1970
4983,isolatie,huurprijzen,vv,1970
4984,isolatie,woningwet,vv,1970
4985,energieverslindend,,vv,1970
4986,heffing,heffingen,vv,1970
4987,heffing,vennootschapsbelasting,vv,1970
4988,heffing,omzetbelasting,vv,1970
4989,heffing,opcenten,vv,1970
4990,heffing,motorrijtuigenbelasting,vv,1970
4991,heffing,loonbelasting,vv,1970
